Player,BattingOrder,Position,Team,Opponent,Game.ID,X1B.Ump,X2B.Ump,X3B.Ump,HP.Ump,H.A,Precipitation,Sky,Stadium,Temperature,Wind.Direction,Wind.Speed,PitchHand,HomeRun
Hunter Pence,NA,PH,SFG,STL,SFN201807070,Brian O'Nora,Fieldin Culbreth,CB Bucknor,Chris Conroy,H,No Precipitation,Sunny,AT&T Park,70,out to Centerfield,20,(R),0
Hanser Alberto,7,2B,BAL,TOR,BAL201908010,Jeremie Rehak,Chris Guccione,Brian O'Nora,Mark Ripperger,H,No Precipitation,Cloudy,Oriole Park at Camden Yards,86,in from Rightfield,6,(R),0
Trey Mancini,3,1B,BAL,TOR,TOR201808220,Phil Cuzzi,Adam Hamari,Ryan Blakney,Dan Bellino,A,No Precipitation,Cloudy,Rogers Centre,72,in from Centerfield,19,(R),0
Brandon McCarthy,9,P,ATL,LAD,LAN201806080,Angel Hernandez,Bill Miller,Todd Tichenor,Alan Porter,A,No Precipitation,Night,Dodger Stadium,75,from Left to Right,5,(R),0
Franmil Reyes,NA,RF,SDP,LAD,SDN201807110,Jordan Baker,Greg Gibson,Vic Carapazza,Ben May,H,No Precipitation,Cloudy,Petco Park,75,from Left to Right,8,(L),0
Jesus Aguilar,3,1B,MIL,ARI,MIL201805230,Hunter Wendelstedt,Chris Guccione,Angel Hernandez,Larry Vanover,H,No Precipitation,Sunny,Miller Park,73,in from Rightfield,6,(L),0
Frankie Montas,NA,P,OAK,ARI,OAK201805270,Sam Holbrook,Jim Wolf,Ryan Blakney,Alfonso Marquez,H,No Precipitation,Cloudy,Oakland-Alameda County Coliseum,71,out to Rightfield,4,(R),0
Jimmie Sherfy,NA,P,ARI,COL,COL201905270,John Libka,Gerry Davis,Pat Hoberg,Brian Knight,A,No Precipitation,Cloudy,Coors Field,62,in from Centerfield,5,(R),0
Wandy Peralta,NA,P,CIN,LAD,LAN201904150,Ed Hickox,Nick Mahrley,Dana DeMuth,Angel Hernandez,A,No Precipitation,Cloudy,Dodger Stadium,60,out to Rightfield,6,(R),0
Todd Frazier,4,3B,NYM,STL,NYN201803310,CB Bucknor,Chris Conroy,Fieldin Culbreth,Brian O'Nora,H,No Precipitation,Sunny,Citi Field,53,out to Centerfield,3,(R),0
Stephen Vogt,NA,PH,SFG,COL,COL201907151,Ramon De Jesus,Chad Whitson,Larry Vanover,David Rackley,A,No Precipitation,Cloudy,Coors Field,90,in from Rightfield,6,(R),0
Nolan Arenado,4,3B,COL,NYM,NYN201906070,Mike Winters,Tim Timmons,Rob Drake,Chris Segal,A,No Precipitation,Cloudy,Citi Field,73,from Right to Left,7,(R),0
Scott Oberg,NA,P,COL,WSN,COL201904240,Jordan Baker,Vic Carapazza,Jerry Layne,Hunter Wendelstedt,H,No Precipitation,Cloudy,Coors Field,69,in from Leftfield,4,(R),0
Derek Dietrich,5,DH,MIA,BOS,BOS201808280,Scott Barry,Carlos Torres,Nic Lentz,Paul Nauert,A,No Precipitation,Cloudy,Fenway Park,92,out to Centerfield,14,(R),0
Francisco Arcia,NA,P,LAA,OAK,ANA201808110,Stu Scheurwater,Cory Blaser,Chris Segal,Eric Cooper,H,No Precipitation,Night,Angel Stadium of Anaheim,87,out to Rightfield,8,(L),0
Kristopher Negron,9,LF,SEA,TEX,SEA201809270,Quinn Wolcott,Nick Mahrley,Ryan Additon,Marvin Hudson,H,No Precipitation,Night,Safeco Field,67,out to Rightfield,1,(L),0
Jose Leclerc,NA,P,TEX,LAD,TEX201808290,Ted Barrett,Will Little,Lance Barksdale,Sean Barber,H,No Precipitation,Night,Globe Life Park in Arlington,95,from Right to Left,9,(L),0
Eugenio Suarez,2,3B,CIN,LAD,LAN201904150,Ed Hickox,Nick Mahrley,Dana DeMuth,Angel Hernandez,A,No Precipitation,Cloudy,Dodger Stadium,60,out to Rightfield,6,(R),0
Austin Dean,6,RF,MIA,CHC,MIA201904150,James Hoye,Mark Ripperger,Jeff Kellogg,Brian O'Nora,H,No Precipitation,Cloudy,Marlins Park,84,from Left to Right,10,(R),0
Chris Owings,NA,PH,ARI,SFG,ARI201804180,Tom Hallion,Chris Segal,Dan Bellino,Phil Cuzzi,H,No Precipitation,Night,Chase Field,81,in from Leftfield,7,(L),0
Johan Camargo,NA,PH,ATL,MIA,ATL201907070,Tom Woodring,Gabe Morales,Ron Kulpa,Marty Foster,H,No Precipitation,Cloudy,SunTrust Park,79,from Right to Left,5,(L),0
Edwin Diaz,NA,P,NYM,KCR,KCA201908160,John Libka,Ron Kulpa,Gabe Morales,Jerry Meals,A,No Precipitation,Night,Kauffman Stadium,82,from Right to Left,7,(R),0
Chad Bettis,NA,P,COL,ARI,COL201809130,CB Bucknor,Fieldin Culbreth,Phil Cuzzi,Chris Conroy,H,No Precipitation,Sunny,Coors Field,88,out to Rightfield,6,(L),0
Lucas Sims,NA,P,ATL,BOS,BOS201805260,Manny Gonzalez,Andy Fletcher,Jeff Nelson,Laz Diaz,A,No Precipitation,Sunny,Fenway Park,85,out to Rightfield,8,(L),0
Chris Sale,NA,P,BOS,NYY,NYA201806300,Fieldin Culbreth,CB Bucknor,Chris Conroy,Brian O'Nora,A,No Precipitation,Night,Yankee Stadium III,92,from Right to Left,7,(L),0
Seunghwan Oh,NA,P,TOR,BAL,TOR201806070,Tom Woodring,Will Little,Ted Barrett,Lance Barksdale,H,No Precipitation,Cloudy,Rogers Centre,72,out to Centerfield,7,(L),0
Darwinzon Hernandez,NA,P,BOS,KCR,BOS201908070,Mark Carlson,Tripp Gibson,Brian Gorman,Ryan Blakney,H,No Precipitation,Cloudy,Fenway Park,81,out to Leftfield,16,(L),0
Curtis Granderson,5,RF,MIL,SFG,MIL201809080,Tom Hallion,Dan Bellino,Adam Hamari,Phil Cuzzi,H,No Precipitation,Cloudy,Miller Park,65,from Left to Right,18,(L),0
Dan Otero,NA,P,CLE,TOR,CLE201804130,Mark Carlson,Brian Knight,Jeremie Rehak,Gerry Davis,H,No Precipitation,Cloudy,Progressive Field,46,from Left to Right,11,(R),0
Paul Goldschmidt,4,1B,STL,PIT,PIT201907250,Mike Estabrook,Bruce Dreckman,Alfonso Marquez,Chad Fairchild,A,No Precipitation,Sunny,PNC Park,79,out to Leftfield,3,(R),1
Freddie Freeman,3,1B,ATL,BAL,ATL201806240,Will Little,Ted Barrett,Lance Barksdale,Ryan Additon,H,No Precipitation,Cloudy,SunTrust Park,88,from Right to Left,9,(R),0
Starling Marte,3,CF,PIT,ATL,PIT201906060,Chris Segal,Mike Winters,Tim Timmons,Rob Drake,H,No Precipitation,Cloudy,PNC Park,71,out to Leftfield,6,(R),0
Daniel Mengden,9,P,OAK,STL,SLN201906260,Jerry Meals,Tom Woodring,Gabe Morales,Ron Kulpa,A,No Precipitation,Cloudy,Busch Stadium III,70,out to Leftfield,7,(R),0
Nick Ahmed,2,SS,ARI,COL,COL201807100,Chad Whitson,Mike Winters,Tim Timmons,Rob Drake,A,No Precipitation,Night,Coors Field,96,from Right to Left,4,(L),1
Wilmer Flores,5,2B,ARI,SDP,SDN201909220,Adrian Johnson,Todd Tichenor,Alex Tosi,Gary Cederstrom,A,No Precipitation,Cloudy,Petco Park,77,from Right to Left,6,(L),0
Danny Jansen,8,C,TOR,HOU,TOR201908310,Paul Emmel,Ryan Blakney,Mike Estabrook,Bruce Dreckman,H,No Precipitation,Cloudy,Rogers Centre,68,from Right to Left,10,(R),0
Ryan Brasier,NA,P,BOS,BAL,BOS201809262,Mike Winters,Tim Timmons,Sean Barber,Mike Muchlinski,H,No Precipitation,Cloudy,Fenway Park,78,out to Leftfield,16,(L),0
Leury Garcia,1,CF-RF,CHW,PHI,PHI201908040,Mike Winters,Rob Drake,Tim Timmons,Mike Muchlinski,A,No Precipitation,Cloudy,Citizens Bank Park,87,in from Centerfield,7,(R),1
Brian O'Grady,NA,PH,CIN,STL,CIN201908180,Roberto Ortiz,Mike Muchlinski,Rob Drake,Tim Timmons,H,No Precipitation,Cloudy,Great American Ball Park,90,out to Centerfield,7,(L),0
Justin Wilson,NA,P,CHC,LAD,LAN201806250,Bill Miller,Todd Tichenor,Alan Porter,Angel Hernandez,A,No Precipitation,Night,Dodger Stadium,73,from Left to Right,6,(R),0
Joe Mauer,1,DH,MIN,BOS,BOS201807290,Marty Foster,Joe West,Mark Ripperger,Doug Eddings,A,No Precipitation,Cloudy,Fenway Park,83,out to Rightfield,7,(R),0
Jordan Hicks,NA,P,STL,PIT,PIT201904010,Hunter Wendelstedt,No Umpire,Jordan Baker,Vic Carapazza,A,No Precipitation,Cloudy,PNC Park,37,out to Leftfield,4,(R),0
Donovan Solano,1,2B,SFG,SDP,SDN201907260,Will Little,Joe West,Andy Fletcher,Jansen Visconti,A,No Precipitation,Night,Petco Park,77,from Left to Right,8,(R),0
Max Kepler,2,RF,MIN,MIL,MIN201805200,Sean Barber,Marty Foster,Mark Ripperger,Joe West,H,No Precipitation,Sunny,Target Field,65,in from Centerfield,10,(R),0
Delino DeShields,1,CF,TEX,HOU,TEX201803290,Ron Kulpa,Ed Hickox,Gabe Morales,Jerry Meals,H,No Precipitation,Cloudy,Globe Life Park in Arlington,63,out to Centerfield,2,(L),0
Buck Farmer,NA,P,DET,KCR,DET201804202,Ramon De Jesus,Kerwin Danley,Roberto Ortiz,Carlos Torres,H,No Precipitation,Night,Comerica Park,55,from Left to Right,8,(L),0
Kyle Seager,5,3B,SEA,LAA,ANA201809160,Lance Barrett,Bill Welke,Tony Randazzo,Ryan Additon,A,No Precipitation,Sunny,Angel Stadium of Anaheim,83,from Right to Left,8,(L),0
Matt Adams,4,1B,WSN,PHI,PHI201905030,Chris Segal,Chris Conroy,Doug Eddings,Bill Miller,A,No Precipitation,Cloudy,Citizens Bank Park,66,from Right to Left,6,(R),0
Jose Peraza,2,SS,CIN,SDP,CIN201809090,Sam Holbrook,DJ Reyburn,Chris Segal,Alfonso Marquez,H,Drizzle,Overcast,Great American Ball Park,61,out to Rightfield,6,(R),0
Hunter Dozier,3,3B,KCR,CLE,CLE201809050,Mark Ripperger,Doug Eddings,Joe West,Marty Foster,A,No Precipitation,Sunny,Progressive Field,91,out to Rightfield,13,(R),0
Mike Tauchman,8,LF,NYY,BAL,BAL201904060,Dana DeMuth,Angel Hernandez,Ed Hickox,Carlos Torres,A,No Precipitation,Cloudy,Oriole Park at Camden Yards,66,from Right to Left,4,(L),0
Shin-Soo Choo,1,LF,TEX,OAK,OAK201809080,Ramon De Jesus,Jerry Meals,Ed Hickox,Gabe Morales,A,No Precipitation,Sunny,Oakland-Alameda County Coliseum,73,out to Rightfield,9,(L),0
Freddy Peralta,NA,P,MIL,CIN,CIN201907020,Mike Estabrook,Bruce Dreckman,John Libka,Chad Fairchild,A,No Precipitation,Cloudy,Great American Ball Park,83,from Right to Left,7,(R),0
Oliver Perez,NA,P,CLE,CHW,CHA201905140,Rob Drake,Mike Muchlinski,Mike Winters,Tim Timmons,A,No Precipitation,Sunny,Guaranteed Rate Field,68,from Left to Right,3,(R),0
Yoan Moncada,7,3B,CHW,BOS,BOS201906240,Lance Barrett,Roberto Ortiz,Mike Everitt,Bill Welke,A,No Precipitation,Cloudy,Fenway Park,70,in from Rightfield,9,(R),1
Adalberto Mondesi,2,SS,KCR,NYY,NYA201904200,Ron Kulpa,Jerry Meals,Marty Foster,Nic Lentz,A,No Precipitation,Cloudy,Yankee Stadium III,60,from Right to Left,12,(R),0
Lewis Brinson,7,CF,MIA,BAL,BAL201806150,CB Bucknor,Chris Conroy,Brian O'Nora,Fieldin Culbreth,A,No Precipitation,Night,Oriole Park at Camden Yards,81,from Left to Right,4,(R),0
Mookie Betts,1,CF,BOS,NYY,BOS201808050,Dan Bellino,Adam Hamari,Phil Cuzzi,Chris Conroy,H,No Precipitation,Cloudy,Fenway Park,79,in from Rightfield,5,(L),1
Travis Shaw,6,3B,MIL,SFG,MIL201809070,Phil Cuzzi,Tom Hallion,Dan Bellino,Adam Hamari,H,No Precipitation,Overcast,Miller Park,64,from Left to Right,17,(R),0
Juan Minaya,NA,P,CHW,LAA,ANA201807230,Pat Hoberg,Brian Knight,Gerry Davis,Ryan Additon,A,No Precipitation,Night,Angel Stadium of Anaheim,88,from Right to Left,9,(R),0
Luis Avilan,NA,P,CHW,CLE,CHA201808110,Tom Woodring,Scott Barry,Carlos Torres,Paul Nauert,H,No Precipitation,Cloudy,Guaranteed Rate Field,81,out to Rightfield,7,(R),0
Spencer Kieboom,9,C,WSN,TOR,TOR201806170,Quinn Wolcott,James Hoye,Roberto Ortiz,Jeff Kellogg,A,No Precipitation,Sunny,Rogers Centre,79,out to Centerfield,4,(R),0
Austin Meadows,7,CF,PIT,SDP,PIT201805200,Will Little,Ted Barrett,Ron Kulpa,Tom Woodring,H,No Precipitation,Cloudy,PNC Park,72,from Left to Right,8,(R),1
Sandy Leon,9,C,BOS,TEX,TEX201805040,Adrian Johnson,Dan Bellino,Phil Cuzzi,Adam Hamari,A,No Precipitation,Cloudy,Globe Life Park in Arlington,69,out to Centerfield,5,(R),0
Dwight Smith Jr.,NA,LF,BAL,TEX,TEX201906050,Jeff Kellogg,James Hoye,Mark Ripperger,Brian O'Nora,A,No Precipitation,Cloudy,Globe Life Park in Arlington,81,in from Leftfield,8,(L),0
Khris Davis,4,DH,OAK,SEA,OAK201906140,Carlos Torres,Dana DeMuth,Ryan Blakney,Ed Hickox,H,No Precipitation,Overcast,Oakland-Alameda County Coliseum,59,out to Rightfield,16,(R),0
Bryan Holaday,NA,C,MIA,COL,COL201908180,Cory Blaser,Tony Randazzo,Jeff Nelson,Ramon De Jesus,A,No Precipitation,Sunny,Coors Field,76,out to Centerfield,4,(R),0
Joc Pederson,NA,PH,LAD,COL,COL201809080,Nick Mahrley,Jeff Nelson,Andy Fletcher,Laz Diaz,A,No Precipitation,Cloudy,Coors Field,86,out to Centerfield,3,(R),0
Khris Davis,4,DH,OAK,LAA,OAK201806150,Nic Lentz,Mark Carlson,Brian Knight,Pat Hoberg,H,No Precipitation,Cloudy,Oakland-Alameda County Coliseum,58,out to Rightfield,16,(R),0
